source_id,type_of_water_source,number_of_people_served
AkKi00922224,well,160
AkKi00923224,river,828
AkKi00924224,shared_tap,3816
AkKi00925224,well,312
AkKi00926224,well,234
AkKi00927224,well,252
AkKi00928224,well,196
AkKi00929224,well,320
AkKi00930224,tap_in_home,998
AkKi00931224,tap_in_home,340
AkKi00932224,tap_in_home,778
AkKi00933224,shared_tap,2448
AkKi00934224,well,358
AkKi00935224,well,256
AkKi00936224,tap_in_home_broken,944
AkKi00937224,well,166
AkKi00938224,tap_in_home_broken,812
AkKi00939224,well,238
AkKi00940224,well,236
AkKi00941224,well,264
AkKi00942224,tap_in_home_broken,440
AkKi00943224,tap_in_home,624
AkKi00944224,well,288
AkKi00945224,tap_in_home_broken,888
AkKi00946224,tap_in_home,686
AkKi00947224,well,184
AkKi00948224,tap_in_home,478
AkKi00949224,well,358
AkKi00950224,tap_in_home,814
AkKi00951224,tap_in_home_broken,646
AkKi00952224,well,304
AkKi00953224,tap_in_home_broken,334
AkKi00954224,well,284
AkKi00955224,well,202
AkKi00956224,well,204
AkKi00957224,well,256
AkKi00958224,tap_in_home,626
AkKi00959224,well,294
AkKi00960224,tap_in_home,366
AkKi00961224,tap_in_home,458
AkKi00962224,tap_in_home,328
AkKi00963224,tap_in_home,648
AkKi00964224,tap_in_home_broken,856
AkKi00965224,tap_in_home_broken,562
AkKi00966224,tap_in_home,406
AkKi00967224,well,386
AkKi00968224,tap_in_home,742
AkKi00969224,well,318
AkKi00970224,tap_in_home,854
AkKi00971224,tap_in_home_broken,418
AkKi00972224,tap_in_home_broken,968
AkKi00973224,tap_in_home_broken,428
AkKi00974224,well,206
AkKi00975224,tap_in_home,594
AkKi00976224,tap_in_home,330
AkKi00977224,well,164
AkKi00978224,well,300
AkKi00979224,tap_in_home,660
AkKi00980224,well,354
AkKi00981224,tap_in_home_broken,706
AkKi00982224,tap_in_home,514
AkKi00983224,well,244
AkKi00984224,tap_in_home_broken,642
AkKi00985224,well,188
AkKi00986224,well,362
AkKi00987224,tap_in_home,900
AkKi00988224,tap_in_home,770
AkKi00989224,tap_in_home,458
AkKi00990224,well,328
AkKi00991224,tap_in_home,654
AkKi00992224,well,200
AkKi00993224,well,160
AkKi00994224,tap_in_home_broken,390
AkKi00995224,tap_in_home,630
AkKi00996224,shared_tap,1778
AkKi00997224,shared_tap,1566
AkKi00998224,well,394
AkKi00999224,tap_in_home_broken,370
AkKi01000224,well,368
AkKi01001224,well,178
AkKi01002224,well,212
AkKi01003224,tap_in_home,786
AkKi01004224,tap_in_home_broken,910
AkKi01005224,tap_in_home_broken,978
AkKi01006224,tap_in_home_broken,756
AkKi01007224,well,326
AkKi01008224,well,388
AkKi01009224,well,344
AkKi01010224,well,246
AkKi01011224,tap_in_home,410
AkKi01012224,well,348
AkKi01013224,tap_in_home_broken,914
AkKi01014224,well,200
AkKi01015224,tap_in_home,434
AkKi01016224,tap_in_home,976
AkKi01017224,well,194
AkKi01018224,well,390
AkKi01019224,tap_in_home_broken,634
AkKi01020224,well,190
AkKi01021224,well,296
AkKi01022224,well,292
AkKi01023224,well,348
AkKi01024224,tap_in_home_broken,988
AkKi01025224,tap_in_home,622
AkKi01026224,well,318
AkKi01027224,tap_in_home,714
AkKi01028224,tap_in_home_broken,914
AkKi01029224,well,348
AkKi01030224,tap_in_home,304
AkKi01031224,well,344
AkKi01032224,tap_in_home,752
AkKi01033224,well,210
AkKi01034224,well,222
AkKi01035224,well,290
AkKi01036224,well,346
AkKi01037224,well,186
AkKi01038224,well,368
AkKi01039224,tap_in_home,352
AkKi01040224,well,162
AkKi01041224,tap_in_home,344
AkKi01042224,well,384
AkKi01043224,tap_in_home,908
AkKi01044224,tap_in_home,534
AkKi01045224,well,362
AkKi01046224,shared_tap,3654
AkKi01047224,tap_in_home_broken,522
AkKi01048224,well,328
AkKi01049224,well,326
AkKi01050224,river,806
AkKi01051224,tap_in_home,598
AkKi01052224,tap_in_home_broken,848
AkKi01053224,tap_in_home_broken,334
AkKi01054224,well,242
AkKi01055224,tap_in_home,856
AkKi01056224,well,276
AkKi01057224,well,302
AkKi01058224,well,284
AkKi01059224,well,304
AkKi01060224,well,374
AkKi01061224,shared_tap,2094
AkKi01062224,well,228
AkKi01063224,tap_in_home,836
AkKi01064224,well,308
AkKi01065224,tap_in_home_broken,766
AkKi01066224,tap_in_home,302
AkKi01067224,tap_in_home,332
AkKi01068224,tap_in_home,316
AkKi01069224,well,178
AkKi01070224,tap_in_home_broken,816
AkKi01071224,well,288
AkKi01072224,tap_in_home,714
AkKi01073224,river,584
AkKi01074224,well,336
AkKi01075224,well,270
AkKi01076224,tap_in_home,550
AkKi01077224,well,290
AkKi01078224,well,318
AkKi01079224,well,238
AkKi01080224,tap_in_home,630
AkKi01081224,tap_in_home_broken,406
AkKi01082224,shared_tap,608
AkKi01083224,well,218
AkKi01084224,tap_in_home,432
AkKi01085224,well,194
AkKi01086224,tap_in_home,366
AkKi01087224,well,212
AkKi01088224,well,380
AkKi01089224,well,250
AkKi01090224,shared_tap,1576
AkKi01091224,well,386
AkKi01092224,tap_in_home,848
AkKi01093224,tap_in_home_broken,782
AkKi01094224,tap_in_home_broken,588
AkKi01095224,well,262
AkKi01096224,well,378
AkKi01097224,tap_in_home,450
AkKi01098224,well,296
AkKi01099224,tap_in_home,822
AkKi01100224,well,326
AkKi01101224,river,498
AkKi01102224,tap_in_home,942
AkKi01103224,tap_in_home,836
AkKi01104224,shared_tap,3906
AkKi01105224,tap_in_home_broken,448
AkKi01106224,tap_in_home,642
AkKi01107224,tap_in_home_broken,670
AkKi01108224,well,262
AkKi01109224,well,196
AkKi01110224,tap_in_home,666
AkKi01111224,well,378
AkKi01112224,tap_in_home,414
AkKi01113224,tap_in_home,436
AkKi01114224,well,318
AkKi01115224,well,354
AkKi01116224,shared_tap,3480
AkKi01117224,tap_in_home,346
AkKi01118224,well,248
AkKi01119224,tap_in_home,566
AkKi01120224,well,256
AkKi01121224,tap_in_home_broken,386
AkKi01122224,well,234
AkKi01123224,tap_in_home,458
AkKi01124224,tap_in_home,576
AkKi01125224,tap_in_home_broken,810
AkKi01126224,tap_in_home_broken,322
AkKi01127224,well,376
AkKi01128224,well,326
AkKi01129224,well,202
AkKi01130224,well,186
AkKi01131224,well,392
AkKi01132224,well,202
AkKi01133224,well,386
AkKi01134224,well,338
AkKi01135224,well,218
AkKi01136224,well,164
AkKi01137224,well,212
AkKi01138224,well,224
AkKi01139224,well,312
AkKi01140224,tap_in_home,410
AkKi01141224,well,332
AkKi01142224,tap_in_home,636
AkKi01143224,well,340
AkKi01144224,well,360
AkKi01145224,tap_in_home_broken,810
AkKi01146224,well,304
AkKi01147224,well,184
AkKi01148224,tap_in_home_broken,700
AkKi01149224,tap_in_home_broken,712
AkKi01150224,well,164
AkKi01151224,tap_in_home_broken,752
AkKi01152224,well,206
AkKi01153224,tap_in_home,702
AkKi01154224,tap_in_home_broken,678
AkKi01155224,tap_in_home_broken,744
AkKi01156224,well,190
AkKi01157224,tap_in_home,766
AkKi01158224,shared_tap,2400
AkKi01159224,tap_in_home_broken,768
AkKi01160224,tap_in_home,428
AkKi01161224,well,312
AkKi01162224,well,266
AkKi01163224,tap_in_home_broken,608
AkKi01164224,tap_in_home_broken,496
AkKi01165224,well,304
AkKi01166224,well,392
AkKi01167224,tap_in_home_broken,802
AkKi01168224,well,206
AkKi01169224,well,314
AkKi01170224,well,310
AkKi01171224,well,294
AkKi01172224,well,392
AkKi01173224,tap_in_home_broken,764
AkKi01174224,tap_in_home,662
AkKi01175224,tap_in_home_broken,580
AkKi01176224,well,228
AkKi01177224,well,226
AkKi01178224,tap_in_home,442
AkKi01179224,well,190
AkKi01180224,well,378
AkKi01181224,tap_in_home_broken,870
AkKi01182224,tap_in_home,892
AkKi01183224,tap_in_home,870
AkKi01184224,well,262
AkKi01185224,tap_in_home_broken,532
AkKi01186224,well,230
AkKi01187224,tap_in_home,932
AkKi01188224,tap_in_home,698
AkKi01189224,tap_in_home,738
AkKi01190224,river,674
AkKi01191224,well,192
AkKi01192224,shared_tap,3692
AkKi01193224,tap_in_home_broken,436
AkKi01194224,shared_tap,2766
AkKi01195224,well,184
AkKi01196224,tap_in_home,844
AkKi01197224,well,248
AkKi01198224,tap_in_home_broken,896
AkKi01199224,well,212
AkKi01200224,well,210
AkKi01201224,tap_in_home,552
AkKi01202224,tap_in_home,594
AkKi01203224,well,280
AkKi01204224,well,250
AkKi01205224,tap_in_home,598
AkKi01206224,well,352
AkKi01207224,tap_in_home,506
AkKi01208224,well,298
AkKi01209224,tap_in_home,396
AkKi01210224,tap_in_home_broken,814
AkKi01211224,well,290
AkKi01212224,tap_in_home,560
AkKi01213224,well,370
AkKi01214224,well,362
AkKi01215224,well,322
AkKi01216224,tap_in_home,354
AkKi01217224,tap_in_home_broken,964
AkKi01218224,well,372
AkKi01219224,tap_in_home_broken,800
AkKi01220224,well,280
AkKi01221224,well,286
AkKi01222224,tap_in_home_broken,334
AkKi01223224,well,360
AkKi01224224,tap_in_home_broken,448
AkKi01225224,shared_tap,1182
AkKi01226224,well,340
AkKi01227224,well,242
AkKi01228224,tap_in_home_broken,938
AkKi01229224,tap_in_home,346
AkKi01230224,well,274
AkKi01231224,well,282
AkKi01232224,tap_in_home,638
AkKi01233224,well,178
AkKi01234224,well,266
AkKi01235224,river,592
AkKi01236224,tap_in_home,492
AkKi01237224,well,252
AkKi01238224,well,284
AkKi01239224,tap_in_home,464
AkKi01240224,tap_in_home_broken,982
AkKi01241224,tap_in_home_broken,832
AkKi01242224,tap_in_home_broken,988
AkKi01243224,well,302
AkKi01244224,tap_in_home_broken,808
AkKi01245224,well,160
AkKi01246224,well,356
AkKi01247224,well,172
AkKi01248224,tap_in_home_broken,616
AkKi01249224,tap_in_home,358
AkKi01250224,well,178
AkKi01251224,well,226
AkKi01252224,tap_in_home_broken,620
AkKi01253224,well,392
AkKi01254224,well,294
AkKi01255224,tap_in_home,792
AkKi01256224,well,326
AkKi01257224,shared_tap,3114
AkKi01258224,well,246
AkKi01259224,tap_in_home,524
AkKi01260224,well,210
AkKi01261224,well,242
AkKi01262224,tap_in_home,652
AkKi01263224,well,218
AkKi01264224,tap_in_home_broken,682
AkKi01265224,shared_tap,2902
AkKi01266224,tap_in_home,858
AkKi01267224,tap_in_home_broken,526
AkKi01268224,tap_in_home_broken,974
AkKi01269224,tap_in_home_broken,492
AkKi01270224,tap_in_home_broken,678
AkKi01271224,tap_in_home_broken,714
AkKi01272224,well,330
AkKi01273224,well,202
AkKi01274224,tap_in_home,320
AkKi01275224,well,276
AkKi01276224,well,344
AkKi01277224,well,258
AkKi01278224,tap_in_home_broken,854
AkKi01279224,tap_in_home_broken,978
AkKi01280224,well,192
AkKi01281224,well,218
AkKi01282224,well,366
AkKi01283224,tap_in_home,620
AkKi01284224,well,220
AkKi01285224,tap_in_home,498
AkKi01286224,tap_in_home_broken,320
AkKi01287224,tap_in_home_broken,402
AkKi01288224,tap_in_home,400
AkKi01289224,tap_in_home,982
AkKi01290224,tap_in_home_broken,926
AkKi01291224,well,318
AkKi01292224,well,300
AkKi01293224,well,388
AkKi01294224,tap_in_home_broken,546
AkKi01295224,tap_in_home_broken,786
AkKi01296224,well,342
AkKi01297224,well,264
AkKi01298224,well,360
AkKi01299224,well,180
AkKi01300224,tap_in_home,554
AkKi01301224,well,184
AkKi01302224,tap_in_home_broken,738
AkKi01303224,well,366
AkKi01304224,well,180
AkKi01305224,tap_in_home,952
AkKi01306224,river,970
AkKi01307224,well,320
AkKi01308224,well,258
AkKi01309224,well,182
AkKi01310224,well,276
AkKi01311224,tap_in_home_broken,506
AkKi01312224,well,352
AkKi01313224,well,330
AkKi01314224,shared_tap,2560
AkKi01315224,tap_in_home,374
AkKi01316224,well,224
AkKi01317224,tap_in_home_broken,918
AkKi01318224,tap_in_home_broken,344
AkKi01319224,well,160
AkKi01320224,well,398
AkKi01321224,tap_in_home,920
AkKi01322224,tap_in_home,752
AkKi01323224,well,330
AkKi01324224,tap_in_home_broken,636
AkKi01325224,tap_in_home,520
AkKi01326224,tap_in_home,492
AkKi01327224,tap_in_home_broken,892
AkKi01328224,well,268
AkKi01329224,tap_in_home,810
AkKi01330224,well,330
AkKi01331224,tap_in_home,544
AkKi01332224,well,192
AkKi01333224,well,364
AkKi01334224,well,310
AkKi01335224,tap_in_home,860
AkKi01336224,tap_in_home,324
AkKi01337224,well,226
AkKi01338224,well,198
AkKi01339224,well,244
AkKi01340224,well,196
AkKi01341224,well,240
AkKi01342224,tap_in_home_broken,764
AkKi01343224,well,164
AkKi01344224,well,202
AkKi01345224,tap_in_home,942
AkKi01346224,tap_in_home_broken,466
AkKi01347224,well,318
AkKi01348224,well,298
AkKi01349224,tap_in_home,678
AkKi01350224,tap_in_home_broken,692
AkKi01351224,tap_in_home_broken,552
AkKi01352224,tap_in_home_broken,444
AkKi01353224,tap_in_home,796
AkKi01354224,well,346
AkKi01355224,tap_in_home_broken,380
AkKi01356224,tap_in_home,838
AkKi01357224,tap_in_home,614
AkKi01358224,well,252
AkKi01359224,tap_in_home_broken,550
AkKi01360224,tap_in_home_broken,870
AkKi01361224,well,382
AkKi01362224,tap_in_home_broken,426
AkKi01363224,tap_in_home,442
AkKi01364224,well,212
AkKi01365224,well,236
AkKi01366224,well,332
AkKi01367224,tap_in_home,772
AkKi01368224,tap_in_home_broken,394
AkKi01369224,river,550
AkKi01370224,well,224
AkKi01371224,tap_in_home,482
AkKi01372224,shared_tap,2778
AkKi01373224,tap_in_home,970
AkKi01374224,tap_in_home,450
AkKi01375224,well,300
AkKi01376224,well,378
AkKi01377224,tap_in_home,620
AkKi01378224,tap_in_home,636
AkKi01379224,tap_in_home,342
AkKi01380224,well,176
AkKi01381224,tap_in_home,568
AkKi01382224,tap_in_home_broken,500
AkKi01383224,well,186
AkKi01384224,river,660
AkKi01385224,well,262
AkKi01386224,well,272
AkKi01387224,tap_in_home_broken,316
AkKi01388224,well,394
AkKi01389224,tap_in_home,562
AkKi01390224,well,222
AkKi01391224,tap_in_home,628
AkKi01392224,well,296
AkKi01393224,tap_in_home,440
AkKi01394224,well,326
AkKi01395224,tap_in_home_broken,910
AkKi01396224,well,246
AkKi01397224,tap_in_home,928
AkKi01398224,tap_in_home_broken,510
AkKi01399224,tap_in_home,798
AkKi01400224,tap_in_home,538
AkKi01401224,tap_in_home_broken,854
AkKi01402224,well,286
AkKi01403224,well,382
AkKi01404224,tap_in_home_broken,432
AkKi01405224,well,394
AkKi01406224,tap_in_home,634
AkKi01407224,tap_in_home,944
AkKi01408224,well,364
AkKi01409224,well,320
AkKi01410224,well,200
AkKi01411224,well,376
AkKi01412224,well,258
AkKi01413224,tap_in_home,400
AkKi01414224,tap_in_home_broken,448
AkKi01415224,well,372
AkKi01416224,well,290
AkKi01417224,tap_in_home_broken,564
AkKi01418224,tap_in_home,660
AkKi01419224,tap_in_home,354
AkKi01420224,tap_in_home,980
AkKi01421224,well,386
AkKi01422224,well,196
AkKi01423224,well,216
AkKi01424224,well,164
AkKi01425224,tap_in_home,788
AkKi01426224,well,210
AkKi01427224,tap_in_home,846
AkKi01428224,well,296
AkKi01429224,well,356
AkKi01430224,well,308
AkKi01431224,tap_in_home_broken,498
AkKi01432224,well,386
AkKi01433224,tap_in_home_broken,916
AkKi01434224,tap_in_home_broken,548
AkKi01435224,well,388
AkKi01436224,tap_in_home_broken,584
AkKi01437224,well,370
AkKi01438224,well,228
AkKi01439224,tap_in_home_broken,554
AkKi01440224,well,202
AkKi01441224,well,286
AkKi01442224,tap_in_home,940
AkKi01443224,well,196
AkKi01444224,well,204
AkKi01445224,well,284
AkKi01446224,tap_in_home,698
AkKi01447224,well,252
AkKi01448224,well,230
AkKi01449224,tap_in_home,432
AkKi01450224,tap_in_home,948
AkKi01451224,well,282
AkKi01452224,well,280
AkKi01453224,tap_in_home_broken,714
AkKi01454224,tap_in_home,920
AkKi01455224,shared_tap,1546
AkKi01456224,tap_in_home_broken,326
AkKi01457224,tap_in_home_broken,890
AkKi01458224,well,236
AkKi01459224,well,272
AkKi01460224,well,240
AkKi01461224,well,360
AkKi01462224,well,314
AkKi01463224,well,354
AkKi01464224,well,226
AkKi01465224,well,250
AkKi01466224,tap_in_home,448
AkKi01467224,well,234
AkKi01468224,well,198
AkKi01469224,well,332
AkKi01470224,well,192
AkKi01471224,well,214
AkKi01472224,river,506
AkKi01473224,tap_in_home,606
AkKi01474224,well,178
AkKi01475224,well,284
AkKi01476224,well,186
AkKi01477224,tap_in_home_broken,552
AkKi01478224,tap_in_home,338
AkKi01479224,well,278
AkKi01480224,tap_in_home,656
AkKi01481224,tap_in_home_broken,314
AkKi01482224,tap_in_home,398
AkKi01483224,well,314
AkKi01484224,well,290
AkKi01485224,well,318
AkKi01486224,well,264
AkKi01487224,well,186
AkKi01488224,well,220
AkKi01489224,well,326
AkKi01490224,well,342
AkKi01491224,tap_in_home,928
AkKi01492224,tap_in_home_broken,480
AkKi01493224,river,400
AkKi01494224,well,248
AkKi01495224,well,360
AkKi01496224,tap_in_home,392
AkKi01497224,tap_in_home,304
AkKi01498224,well,266
AkKi01499224,well,380
AkKi01500224,tap_in_home_broken,476
AkKi01501224,tap_in_home_broken,852
AkKi01502224,tap_in_home_broken,878
AkKi01503224,well,166
AkKi01504224,tap_in_home_broken,696
AkKi01505224,well,232
AkKi01506224,tap_in_home,846
AkKi01507224,well,280
AkKi01508224,tap_in_home_broken,800
AkKi01509224,tap_in_home_broken,358
AkKi01510224,well,246
AkKi01511224,well,226
AkKi01512224,well,350
AkKi01513224,tap_in_home,692
AkKi01514224,tap_in_home_broken,486
AkKi01515224,tap_in_home,332
AkKi01516224,well,194
AkKi01517224,tap_in_home,984
AkKi01518224,tap_in_home_broken,570
AkKi01519224,well,222
AkKi01520224,well,324
AkKi01521224,tap_in_home_broken,650
AkKi01522224,well,276
AkKi01523224,well,366
AkKi01524224,well,334
AkKi01525224,shared_tap,3418
AkKi01526224,tap_in_home_broken,870
AkKi01527224,tap_in_home_broken,368
AkKi01528224,well,184
AkKi01529224,tap_in_home_broken,876
AkKi01530224,well,218
AkKi01531224,tap_in_home,708
AkKi01532224,tap_in_home_broken,672
AkKi01533224,well,182
AkKi01534224,tap_in_home,502
AkKi01535224,tap_in_home,602
AkKi01536224,well,204
AkKi01537224,shared_tap,2054
AkKi01538224,tap_in_home,302
AkKi01539224,well,306
AkKi01540224,well,360
AkKi01541224,well,232
AkKi01542224,tap_in_home_broken,926
AkKi01543224,well,298
AkKi01544224,well,380
AkKi01545224,well,232
AkKi01546224,tap_in_home_broken,664
AkKi01547224,well,234
AkKi01548224,tap_in_home,366
AkKi01549224,well,174
AkKi01550224,well,328
AkKi01551224,tap_in_home,544
AkKi01552224,tap_in_home_broken,604
AkKi01553224,well,194
AkKi01554224,tap_in_home,698
AkKi01555224,tap_in_home_broken,444
AkKi01556224,well,316
AkKi01557224,well,252
AkKi01558224,tap_in_home_broken,736
AkKi01559224,well,244
AkKi01560224,tap_in_home,530
AkKi01561224,tap_in_home_broken,358
AkKi01562224,well,308
AkKi01563224,well,298
AkKi01564224,well,396
AkKi01565224,tap_in_home,926
AkKi01566224,tap_in_home_broken,532
AkKi01567224,tap_in_home,726
AkKi01568224,tap_in_home_broken,652
AkKi01569224,tap_in_home,904
AkKi01570224,well,232
AkKi01571224,tap_in_home_broken,600
AkKi01572224,tap_in_home,676
AkKi01573224,tap_in_home,530
AkKi01574224,tap_in_home,690
AkKi01575224,tap_in_home,966
AkKi01576224,well,234
AkKi01577224,tap_in_home_broken,804
AkKi01578224,well,392
AkKi01579224,tap_in_home,784
AkLu01580224,tap_in_home,622
AkLu01581224,well,302
AkLu01582224,tap_in_home,584
AkLu01583224,tap_in_home_broken,474
AkLu01584224,tap_in_home_broken,988
AkLu01585224,tap_in_home_broken,768
AkLu01586224,well,258
AkLu01587224,tap_in_home_broken,376
AkLu01588224,tap_in_home,726
AkLu01589224,well,256
AkLu01590224,tap_in_home_broken,486
AkLu01591224,well,334
AkLu01592224,tap_in_home_broken,682
AkLu01593224,tap_in_home_broken,506
AkLu01594224,well,324
AkLu01595224,tap_in_home,578
AkLu01596224,tap_in_home,726
AkLu01597224,tap_in_home_broken,764
AkLu01598224,well,286
AkLu01599224,well,240
AkLu01600224,well,310
AkLu01601224,river,836
AkLu01602224,tap_in_home,500
AkLu01603224,shared_tap,674
AkLu01604224,tap_in_home_broken,830
AkLu01605224,shared_tap,2030
AkLu01606224,tap_in_home,470
AkLu01607224,well,252
AkLu01608224,tap_in_home_broken,812
AkLu01609224,well,302
AkLu01610224,tap_in_home,978
AkLu01611224,tap_in_home_broken,678
AkLu01612224,well,180
AkLu01613224,tap_in_home,818
AkLu01614224,tap_in_home,662
AkLu01615224,tap_in_home,516
AkLu01616224,well,214
AkLu01617224,tap_in_home_broken,756
AkLu01618224,tap_in_home_broken,392
AkLu01619224,well,290
AkLu01620224,well,308
AkLu01621224,tap_in_home,830
AkLu01622224,well,270
AkLu01623224,tap_in_home,474
AkLu01624224,tap_in_home,646
AkLu01625224,well,350
AkLu01626224,well,160
AkLu01627224,well,280
AkLu01628224,well,210
AkLu01629224,tap_in_home_broken,610
AkLu01630224,shared_tap,2614
AkLu01631224,tap_in_home,714
AkLu01632224,tap_in_home,504
AkLu01633224,well,262
AkLu01634224,well,214
AkLu01635224,tap_in_home_broken,988
AkLu01636224,well,246
AkLu01637224,well,250
AkLu01638224,well,188
AkLu01639224,tap_in_home_broken,964
AkLu01640224,well,340
AkLu01641224,well,222
AkLu01642224,well,360
AkLu01643224,well,238
AkLu01644224,well,340
AkLu01645224,tap_in_home,768
AkLu01646224,tap_in_home_broken,516
AkLu01647224,tap_in_home,614
AkLu01648224,tap_in_home_broken,706
AkLu01649224,well,198
AkLu01650224,tap_in_home,734
AkLu01651224,tap_in_home,486
AkLu01652224,well,316
AkLu01653224,tap_in_home_broken,338
AkLu01654224,tap_in_home,612
AkLu01655224,tap_in_home_broken,448
AkLu01656224,tap_in_home_broken,970
AkLu01657224,tap_in_home_broken,440
AkLu01658224,well,272
AkLu01659224,tap_in_home,448
AkLu01660224,river,620
AkLu01661224,tap_in_home,466
AkLu01662224,well,222
AkLu01663224,tap_in_home,450
